UserId,Department/Region,Initiative/output's name??,Related CPO or GLO under P&B 2024-2025,Web link??,Short description?,Flagship or periodic (Y/N)?,"Type of publication (Options: Evaluation, or Guidance/tools, or Technical Report, or Working paper, or Data/Database) ",New or Produced regularly,Funding source (Options: regular budget or extrabudgetary),Focus (Options: Youth only or Youth is one of the target groups),year
USR-202506-0008,Region: Europe and Central Asia,Labour migration research,LKA 154,https://www.ilo.org/publications/labour-market-supply-and-demand-sri-lankan-migrant-workers,"The ILO conducted extensive research on migration trends, focusing on (youth) employment opportunities abroad. The research identified high-demand sectors for youth, such as construction, healthcare, and IT, and provided recommendations for aligning local education and skills training with these global job demands. This led to policy recommendations that support youth migration and ease the skills gap in both local and international markets",No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2026
USR-202506-0009,Region: Africa,policy brief on NEET,PAK 176,not published,"a brief on challenges and policy priorities, recommendations for policy discourse ",No,Working paper,New,,Youth are one of the target groups,2026
USR-202506-0009,Region: Africa,policy brief on Employment outlook in times of austerity,PAK 176,not published,a brief on employment outlook post floods and macro economic analysis and impact on jobs ,No,Working paper,New,,Youth are one of the target groups,2026
USR-202506-0009,Region: Africa,"value chain mapping of textiles, construction and fruits and vegetables","PAK 176
PAK 204",https://www.ilo.org/publications/building-inclusive-markets-afghan-refugees-and-host-communities-pakistan,a mapping study of value chain mapping in three sectors using Approaches to Inclusive Market Systems for Afghan Refugees and Host Communities,No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2026
USR-202506-0011,Research and Publications,"A value chain study conducted covering four sectors (tourism, agro-processing,
ICT, and care work)","BGD102 - Improved national capacity to develop sustainable enterprises for inclusive economic growth, decent jobs and just transition.",Not available yet,"Meant to explore systemic barriers and market-based opportunities re
participation of women, youth and marginalized in these value chains, and guiding design and rollout of interventions and inclusive business models with the private sector and social partners",No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2026
USR-202506-0012,International Training Centre of the ILO,Rapid market analysis of the seaweed value chain in Cox's Bazar,"BGD102 - Improved national capacity to develop sustainable enterprises for inclusive economic growth, decent jobs and just transition.",https://www.ilo.org/publications/rapid-market-analysis-seaweed-value-chain-cox%E2%80%99s-bazar-bangladesh,"To understand the challenges and opportunities for creating economic opportunities within the seaweed value chain with a focus on youth, women and vulnerable groups.",No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2026
USR-202506-0012,International Training Centre of the ILO,Rapid market analysis of the salt value chain in Cox's Bazar,"BGD102 - Improved national capacity to develop sustainable enterprises for inclusive economic growth, decent jobs and just transition.",https://www.ilo.org/publications/rapid-market-analysis-salt-value-chain-cox%E2%80%99s-bazar-bangladesh,"To understand the challenges and opportunities for creating economic opportunities within the salt value chain with a focus on youth, women and vulnerable groups.",No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2026
USR-202506-0012,International Training Centre of the ILO,"Skills demand and supply assessment in the Chattogram-Cox's Bazar region, Bangladesh","BGD101 Policies & programmes to promote full, productive & decent employment operationalised.",https://www.ilo.org/publications/skills-demand-and-supply-assessment-chattogram-coxs-bazar-region-bangladesh,"Two-faceted assessment was conducted that included industry skills demand anticipation and skills supply in the Chattogram?CCox's Bazar region, five priority economic sectors. The study provides strategic recommendations for fostering economic growth, ensuring employability, with an emphasis on youth, and addressing the unique demands of the Chattogram?CCox's Bazar region.",No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2026
USR-202506-0012,International Training Centre of the ILO,Tourism destination development roadmap,"BGD102 - Improved national capacity to develop sustainable enterprises for inclusive economic growth, decent jobs and just transition.",Not available yet,"A comprehensive assessment and roadmap development process, engaging a wide range of stakeholders across government, private sector, and local communities produced detailed destination profiles and identified priority sites for immediate intervention, considering ongoing private investment, and strong potential for deeper community engagement and value chain inclusion, especially for youth",No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2026
USR-202506-0012,International Training Centre of the ILO,The Beneficiary Learning Information Management System (BLIMS),"BGD101 Policies & programmes to promote full, productive & decent employment operationalised.",Not available yet,"Digital innovation to streamline data collection, tracking, and reporting, offering
a real-time, centralized platform for monitoring beneficiary progress, employment outcomes, and stakeholder activities. Its interactive dashboard,
mapping features, and automated reporting capabilities is expected to enable government, including DTE and TMED, to access critical insights for policy formulation and for the proejct to make programmatic adjustments.",Yes,Data/Database,New,extrabudgetary,Youth are one of the target groups,2026
USR-202506-0012,International Training Centre of the ILO,Graduate Tracking Management System,"BGD101 Policies & programmes to promote full, productive & decent employment operationalised.",Not available yet,"The establishment of Graduate Tracking Management System housed by and implemented in collaboration with the Bangladesh Technical Education Board (BTEB) is another unique innovation which allows the government track down performance of education and training institutions in Bangladesh. The system track down training results and outcomes of various training programs nationwide. Through the system, improved quality and accountability in the training systems, and better training outcomes will be achieved and maintained.",Yes,Data/Database,New,extrabudgetary,Youth are one of the target groups,2026
USR-202506-0012,International Training Centre of the ILO,,,,,,,,,,2026
USR-202506-0012,International Training Centre of the ILO,,,,,,,,,,2026
USR-202506-0012,International Training Centre of the ILO,"India Employment Report 2024: Youth employment, education and skills",IND101,https://www.ilo.org/publications/india-employment-report-2024-youth-employment-education-and-skills,"This report examined the challenge of youth employment in the context of the emerging economic, labour market, educational and skills scenarios in India and the changes witnessed over the past two decades. It highlighted recent trends in the Indian labour market, which indicate improvements in some outcomes along with persisting and new challenges, including those generated by the COVID-19 pandemic. The report highlighted five key policy areas for further action, significant amongst these was strengthening skills and active labour market policies and bridging",No,Technical report,New,extrabudgetary,Youth Only,2026
USR-202506-0012,International Training Centre of the ILO,A study on 'Financing mechanisms for Flexible Training Pathways in India: Closing the gap to Lifelong Learning (LLL)',IND102 ( Output 3.2),ILO Delhi,"This study aims to analyse the current financing landscape in India for flexible training and skilling opportunities, including the provision of recognition of prior learning, and propose a roadmap for developing a sustainable and inclusive financing mechanism.??Source of funding: Global Programme, Flanders component",No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2026
USR-202506-0013,Region: Europe and Central Asia,ACTRAV GLOBAL RBSA,IND 802,,Supported trade union youth and national leadership to formulate a policy proposal on India's NDC Update 2025,No ,Guidance/Tools,New,Regular Budget,Youth are one of the target groups,2026
USR-202506-0014,"Employment Policy, Job Creation and Livelihoods","Systems analysis for grievance documentation and case management system for improving trade union operations and outreach capabilities within the garments, palm oil and fisheries sectors | International Labour Organization","IDN 126, IDN 127, IDN 129, IDN 131, IDN 152, IDN 155, ",https://www.ilo.org/publications/systems-analysis-grievance-documentation-and-case-management-system,,No,Technical Report,,extrabudgetary,Youth are one of the target groups,2026
USR-202506-0014,"Employment Policy, Job Creation and Livelihoods",Study on the impact of employment cluster regulation in the Job Creation Law on workers with fixed-term employment contracts in the garment sector | International Labour Organization,"IDN 126, IDN 127, IDN 129, IDN 131, IDN 152, IDN 155, ",https://www.ilo.org/publications/study-impact-employment-cluster-regulation-job-creation-law-workers-fixed,,No,Technical Report,,extrabudgetary,Youth are one of the target groups,2026
USR-202506-0014,"Employment Policy, Job Creation and Livelihoods",Understanding working conditions of fishers in Indonesia: Evidence from the 2024 Survey on Decent Work in Marine Fishing,"IDN 126, IDN 127, IDN 129, IDN 131, IDN 152, IDN 155, ",https://www.ilo.org/publications/understanding-working-conditions-fishers-indonesia-evidence-2024-survey,"This report presents the findings of Indonesia's first-ever Survey on Decent Work in Marine Fishing, conducted by the ILO in collaboration with the Research Center for Population of the National Research and Innovation Agency (PRK-BRIN). The survey results are enriched by qualitative research, including focus group discussions, key informant interviews, and stakeholder consultation workshops.",No,Working paper,New,extrabudgetary,Youth are one of the target groups,2026
USR-202506-0015,Communication and Public Information,Decent work and responsible business practices in Indonesia's electronics manufacturing sector,"IDN 126, IDN 127, IDN 129, IDN 131, IDN 152, IDN 155, ",https://www.ilo.org/publications/decent-work-and-responsible-business-practices-indonesias-electronics,"This study, which initiated by the Government of Japan-funded ILO-RISSC project, focusses on the two main production types in Indonesia's electronics industry: producers of electronics parts and components and final product assembly, which occurs in the first and second tiers of the supply chain.",No,Working paper,New,extrabudgetary,Youth are one of the target groups,2026
USR-202506-0015,Communication and Public Information,Assessment of jobs and skill needs in the electric vehicle value chain,"IDN 126, IDN 127, IDN 129, IDN 131, IDN 152, IDN 155, ",https://www.ilo.org/publications/assessment-jobs-and-skill-needs-electric-vehicle-value-chain,"This study, carried out within the framework of the ILO's support for the Government of Indonesia under the Partnership for Action on Green Economy (PAGE), presents a summary assessment of EV industry development implications and of its value chain, for four and two wheelers, analysed through employment lenses.",No,Working paper,New,extrabudgetary,Youth are one of the target groups,2026
USR-202506-0015,Communication and Public Information,Enhancing the effectiveness of legal pathways for labour migration in ASEAN,"IDN 126, IDN 127, IDN 129, IDN 131, IDN 152, IDN 155, ",https://www.ilo.org/publications/enhancing-effectiveness-legal-pathways-labour-migration-asean,"This report was prepared to inform and guide discussions on the theme 'Enhancing the effectiveness of legal pathways for labour migration in ASEAN' at the 16th ASEAN Forum on Migrant Labour (AFML) hosted by the Government of Indonesia on 25?C26 October 2023 in Jakarta, Indonesia.",No,Working paper,New,extrabudgetary,Youth are one of the target groups,2026
